id_paradero,id_parada,id_ruta,nro_parada,nombre_ruta,codigo_ruta,tipo_ruta,empresa,longitud,latitud,recorrido,sistema_ruta,tipo_parada
50849,90298018,90298,18,EL MORRO-TRAVESÍAS-CORAZÓN-SANTA LUCÍA,202I,INTEGRADA,CONDUCCIONES AMÉRICA,-75.61443249,6.24604656,DESTINO-ORIGEN,8A,REGLAMENTARIA
51477,90282049,90282,49,LAURELES PARQUE,190,DIRECTA CENTRO,AUTOBUSES POBLADO LAURELES,-75.60032969,6.23981871,DESTINO-ORIGEN,8A,REGLAMENTARIA
50389,90293047,90293,47,ÉXITO CORAZÓN,201,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.63443417,6.24664,DESTINO-ORIGEN,8A,REGLAMENTARIA
54156,90232020,90232,20,LA HONDA,085,DIRECTA CENTRO,COOTRACOVI,-75.55477512,6.2565667,ORIGEN-DESTINO,6D,REGLAMENTARIA
54530,90278012,90278,12,PERLAS,107,DIRECTA CENTRO,COOTRANSVI,-75.54783098,6.24469286,ORIGEN-DESTINO,6H,REGLAMENTARIA
54081,90242021,90242,21,PINAL,90,DIRECTA CENTRO,COPATRA,-75.55611221,6.25113026,DESTINO-ORIGEN,6F,REGLAMENTARIA
54998,90236091,90236,91,BELLO ORIENTE,57,DIRECTA CENTRO,COOPETRANSA,-75.53739606,6.27637172,DESTINO-ORIGEN,6E,REGLAMENTARIA
50483,90302041,90302,41,SAN JAVIER DERECHO-LA CASETA-ORIENTAL,221A,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.62879256,6.25794036,DESTINO-ORIGEN,8A,REGLAMENTARIA
50421,90294002,90294,2,CORAZÓN-PLAZA MINORISTA,201B,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.63230078,6.24694136,ORIGEN-DESTINO,8A,REGLAMENTARIA
51197,90305008,90305,8,SAN JAVIER NIZA - ORIENTAL,222,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.60537146,6.2590751,ORIGEN-DESTINO,8A,REGLAMENTARIA
50756,90314010,90314,10,SOCORRO,227IB-2,INTEGRADA,METROSAN,-75.61813978,6.25777371,DESTINO-ORIGEN,8A,REGLAMENTARIA
53343,90242017,90242,17,PINAL,90,DIRECTA CENTRO,COPATRA,-75.56692781,6.24579529,DESTINO-ORIGEN,6F,REGLAMENTARIA
55045,90232001,90232,1,LA HONDA,085,DIRECTA CENTRO,COOTRACOVI,-75.53567196,6.26825297,ORIGEN-DESTINO,6D,REGLAMENTARIA
54015,90187002,90187,2,PABLO ESCOBAR-CATALUÑA,102A,DIRECTA NO CENTRO,COOTRANSCATALUÑA,-75.55665544,6.23112852,ORIGEN-DESTINO,6A,REGLAMENTARIA
51759,90283010,90283,10,LAURELES ÉXITO,191,DIRECTA CENTRO,AUTOBUSES POBLADO LAURELES,-75.59480592,6.24193987,ORIGEN-DESTINO,8A,REGLAMENTARIA
51081,90289010,90289,10,SIMÓN BOLÍVAR-UNICENTRO-ESTACIÓN SANTA LUCÍA,195I,INTEGRADA,TAX MAYA,-75.6079455,6.25145153,ORIGEN-DESTINO,8A,REGLAMENTARIA
54803,90278030,90278,30,PERLAS,107,DIRECTA CENTRO,COOTRANSVI,-75.54304309,6.23889283,DESTINO-ORIGEN,6H,REGLAMENTARIA
52293,90285021,90285,21,LAURELES NOGAL # 2,193,DIRECTA CENTRO,AUTOBUSES POBLADO LAURELES,-75.58318454,6.24389142,ORIGEN-DESTINO,8A,REGLAMENTARIA
52945,90115033,90115,33,CASTILLITA,265,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.57250868,6.29906141,DESTINO-ORIGEN,2B,REGLAMENTARIA
54893,90280007,90280,7,RATÓN PELAO,107,DIRECTA CENTRO,COOTRANSVI,-75.54065694,6.23940198,ORIGEN-DESTINO,6H,REGLAMENTARIA
53502,90219020,90219,20,VILLANUEVA,37 - 39,DIRECTA CENTRO,AUTOCOL,-75.5645386,6.25159039,ORIGEN-DESTINO,6C,REGLAMENTARIA
52332,90284016,90284,16,LAURELES NOGAL # 1,192,DIRECTA CENTRO,AUTOBUSES POBLADO LAURELES,-75.5826504,6.23933447,ORIGEN-DESTINO,8A,REGLAMENTARIA
54972,90236013,90236,13,BELLO ORIENTE,57,DIRECTA CENTRO,COOPETRANSA,-75.53813511,6.28784872,ORIGEN-DESTINO,6E,REGLAMENTARIA
52301,90285020,90285,20,LAURELES NOGAL # 2,193,DIRECTA CENTRO,AUTOBUSES POBLADO LAURELES,-75.58311958,6.24170682,ORIGEN-DESTINO,8A,REGLAMENTARIA
51381,90324006,90324,6,SANTA LUCIA,311I,INTEGRADA,COONATRA,-75.60204515,6.27076469,ORIGEN-DESTINO,8A,REGLAMENTARIA
50807,90317007,90317,7,FLORESTA ESTADIO-ORIENTAL,240,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.61637752,6.25653903,ORIGEN-DESTINO,8A,REGLAMENTARIA
50839,90296017,90296,17,LOS TANQUES-EL VOLCÁN-EL CORAZÓN-SAN JAVIER,201I,INTEGRADA,CONDUCCIONES AMÉRICA,-75.61457961,6.24819498,DESTINO-ORIGEN,8A,REGLAMENTARIA
51547,90283056,90283,56,LAURELES ÉXITO,191,DIRECTA CENTRO,AUTOBUSES POBLADO LAURELES,-75.59924527,6.24323185,DESTINO-ORIGEN,8A,REGLAMENTARIA
53846,90239010,90239,10,PINAR TORRES,87,DIRECTA CENTRO,COOTRANSPINAL,-75.55935689,6.24387001,ORIGEN-DESTINO,6F,REGLAMENTARIA
51266,90289006,90289,6,SIMÓN BOLÍVAR-UNICENTRO-ESTACIÓN SANTA LUCÍA,195I,INTEGRADA,TAX MAYA,-75.60378457,6.25353184,ORIGEN-DESTINO,8A,REGLAMENTARIA
54734,90242001,90242,1,PINAL,90,DIRECTA CENTRO,COPATRA,-75.54466499,6.24327173,ORIGEN-DESTINO,6F,REGLAMENTARIA
55050,90232003,90232,3,LA HONDA,085,DIRECTA CENTRO,COOTRACOVI,-75.53546744,6.26701817,ORIGEN-DESTINO,6D,REGLAMENTARIA
50961,90298009,90298,9,EL MORRO-TRAVESÍAS-CORAZÓN-SANTA LUCÍA,202I,INTEGRADA,CONDUCCIONES AMÉRICA,-75.61171613,6.24719717,ORIGEN-DESTINO,8A,REGLAMENTARIA
51664,90324035,90324,35,SANTA LUCIA,311I,INTEGRADA,COONATRA,-75.59696802,6.27071134,DESTINO-ORIGEN,8A,REGLAMENTARIA
50176,90332088,90332,88,LAS PLAYAS-ESTACIÓN SAN JAVIER,C23I,INTEGRADA,TAX MAYA,-75.64845135,6.28342984,DESTINO-ORIGEN,8A,REGLAMENTARIA
50524,90309019,90309,19,SALADO,226I,INTEGRADA,METROSAN,-75.62751559,6.25299854,DESTINO-ORIGEN,8A,REGLAMENTARIA
50873,90323002,90323,2,FLORESTA DIRECTA,243ID,INTEGRADA,COONATRA,-75.61381421,6.26678615,ORIGEN-DESTINO,8A,REGLAMENTARIA
51122,90284003,90284,3,LAURELES NOGAL # 1,192,DIRECTA CENTRO,AUTOBUSES POBLADO LAURELES,-75.60715785,6.24381081,ORIGEN-DESTINO,8A,REGLAMENTARIA
53662,90202062,90202,62,LA FRANCIA,6,DIRECTA CENTRO,TRANSCONOR,-75.5621689,6.29135003,DESTINO-ORIGEN,6B,REGLAMENTARIA
53444,90241016,90241,16,PINAR TORRES,88,DIRECTA CENTRO,COOTRANSPINAL,-75.56535069,6.25633157,DESTINO-ORIGEN,6F,REGLAMENTARIA
51691,90324013,90324,13,SANTA LUCIA,311I,INTEGRADA,COONATRA,-75.59652159,6.26948453,ORIGEN-DESTINO,8A,REGLAMENTARIA
50945,90317009,90317,9,FLORESTA ESTADIO-ORIENTAL,240,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.61213041,6.25806999,ORIGEN-DESTINO,8A,REGLAMENTARIA
50427,90293001,90293,1,ÉXITO CORAZÓN,201,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.63199994,6.24754769,ORIGEN-DESTINO,8A,REGLAMENTARIA
54834,90280008,90280,8,RATÓN PELAO,107,DIRECTA CENTRO,COOTRANSVI,-75.54239124,6.24114335,ORIGEN-DESTINO,6H,REGLAMENTARIA
50252,90331009,90331,9,LA PALMA-ESTACIÓN SAN JAVIER,C23I,INTEGRADA,TAX MAYA,-75.64286096,6.27741259,ORIGEN-DESTINO,8A,REGLAMENTARIA
54843,90235004,90235,4,LA ESPERANZA,56,DIRECTA CENTRO,COOTRANSCOL,-75.54210104,6.28685648,ORIGEN-DESTINO,6E,REGLAMENTARIA
52082,90289030,90289,30,SIMÓN BOLÍVAR-UNICENTRO-ESTACIÓN SANTA LUCÍA,195I,INTEGRADA,TAX MAYA,-75.58745037,6.24144862,DESTINO-ORIGEN,8A,REGLAMENTARIA
54125,90184026,90184,26,ÁVILA-IGLESIA CATALUÑA,102D,DIRECTA CENTRO,COOTRANSCATALUÑA,-75.55524118,6.23806304,DESTINO-ORIGEN,6A,REGLAMENTARIA
50384,90329002,90329,2,LA ASOMADERA-ESTACIÓN SAN JAVIER,C23I,INTEGRADA,TAX MAYA,-75.634892,6.27389571,ORIGEN-DESTINO,8A,REGLAMENTARIA
53664,90237021,90237,21,SANTO DOMINGO,60,DIRECTA CENTRO,COOTRANSCOL,-75.56215222,6.25632715,ORIGEN-DESTINO,6E,REGLAMENTARIA
54507,90238022,90238,22,EL JARDÍN,069,DIRECTA CENTRO,COOPETRANSA,-75.54816398,6.27175984,ORIGEN-DESTINO,6E,REGLAMENTARIA
54870,90232042,90232,42,LA HONDA,085,DIRECTA CENTRO,COOTRACOVI,-75.54127377,6.26442794,DESTINO-ORIGEN,6D,REGLAMENTARIA
55038,90236075,90236,75,BELLO ORIENTE,57,DIRECTA CENTRO,COOPETRANSA,-75.53591381,6.2977303,DESTINO-ORIGEN,6E,REGLAMENTARIA
51941,90283049,90283,49,LAURELES ÉXITO,191,DIRECTA CENTRO,AUTOBUSES POBLADO LAURELES,-75.59094849,6.24428494,DESTINO-ORIGEN,8A,REGLAMENTARIA
54481,90278013,90278,13,PERLAS,107,DIRECTA CENTRO,COOTRANSVI,-75.54850115,6.24276931,ORIGEN-DESTINO,6H,REGLAMENTARIA
50693,90314001,90314,1,SOCORRO,227IB-2,INTEGRADA,METROSAN,-75.62059778,6.26245123,ORIGEN-DESTINO,8A,REGLAMENTARIA
54174,90187003,90187,3,PABLO ESCOBAR-CATALUÑA,102A,DIRECTA NO CENTRO,COOTRANSCATALUÑA,-75.55450212,6.23141519,ORIGEN-DESTINO,6A,REGLAMENTARIA
55044,90232048,90232,48,LA HONDA,085,DIRECTA CENTRO,COOTRACOVI,-75.53570048,6.26767685,DESTINO-ORIGEN,6D,REGLAMENTARIA
52023,90282040,90282,40,LAURELES PARQUE,190,DIRECTA CENTRO,AUTOBUSES POBLADO LAURELES,-75.58862683,6.24539549,DESTINO-ORIGEN,8A,REGLAMENTARIA
51424,90319038,90319,38,LA QUIEBRA,242,DIRECTA CENTRO,COONATRA,-75.60149499,6.25702021,DESTINO-ORIGEN,8A,REGLAMENTARIA
50695,90304001,90304,1,VILLA LAURA-SAN JAVIER,221I,INTEGRADA,CONDUCCIONES AMÉRICA,-75.62050784,6.24875023,ORIGEN-DESTINO,8A,REGLAMENTARIA
54004,90184010,90184,10,ÁVILA-IGLESIA CATALUÑA,102D,DIRECTA CENTRO,COOTRANSCATALUÑA,-75.55690145,6.23808217,ORIGEN-DESTINO,6A,REGLAMENTARIA
50864,90323005,90323,5,FLORESTA DIRECTA,243ID,INTEGRADA,COONATRA,-75.6140642,6.26631154,ORIGEN-DESTINO,8A,REGLAMENTARIA
52797,90001014,90001,14,CIRCULAR HORARIO 303,303,CIRCULAR,COONATRA,-75.57475394,6.25422045,ORIGEN-DESTINO,CIRCULAR DERECHA 303,REGLAMENTARIA
52733,90001026,90001,26,CIRCULAR HORARIO 303,303,CIRCULAR,COONATRA,-75.57543294,6.22291884,DESTINO-ORIGEN,CIRCULAR DERECHA 303,REGLAMENTARIA
51559,90003016,90003,16,CIRCULAR ANTIHORARIO 302,302,CIRCULAR,AUTOBUSES POBLADO LAURELES,-75.59892314,6.21822928,ORIGEN-DESTINO,CIRCULAR IZQUIERDA 302,REGLAMENTARIA
52030,90003021,90003,21,CIRCULAR ANTIHORARIO 302,302,CIRCULAR,AUTOBUSES POBLADO LAURELES,-75.5884958,6.20488328,ORIGEN-DESTINO,CIRCULAR IZQUIERDA 302,REGLAMENTARIA
52285,90289022,90289,22,SIMÓN BOLÍVAR-UNICENTRO-ESTACIÓN SANTA LUCÍA,195I,INTEGRADA,TAX MAYA,-75.58329649,6.24813661,ORIGEN-DESTINO,8A,REGLAMENTARIA
52208,90126048,90126,48,DERECHA - CIRCULAR NOROCCIDENTAL,306B,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.58458966,6.28618615,DESTINO-ORIGEN,2B,REGLAMENTARIA
52331,90126029,90126,29,DERECHA - CIRCULAR NOROCCIDENTAL,306B,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.582663,6.30656517,ORIGEN-DESTINO,2B,REGLAMENTARIA
53928,90223020,90223,20,CAMPO VALDÉS ORIENTAL,51-52 CV-O,DIRECTA CENTRO,EXPRESO CAMPO VALDÉS,-75.55803481,6.26671021,DESTINO-ORIGEN,6C,REGLAMENTARIA
50705,90304002,90304,2,VILLA LAURA-SAN JAVIER,221I,INTEGRADA,CONDUCCIONES AMÉRICA,-75.62021482,6.2461766,ORIGEN-DESTINO,8A,REGLAMENTARIA
52351,90080001,90080,1,PICACHO,254,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.58233403,6.30761552,ORIGEN-DESTINO,2A,REGLAMENTARIA
52204,90080010,90080,10,PICACHO,254,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.58472082,6.28712059,ORIGEN-DESTINO,2A,REGLAMENTARIA
50429,90298002,90298,2,EL MORRO-TRAVESÍAS-CORAZÓN-SANTA LUCÍA,202I,INTEGRADA,CONDUCCIONES AMÉRICA,-75.63182163,6.24908273,ORIGEN-DESTINO,8A,REGLAMENTARIA
50430,90298024,90298,24,EL MORRO-TRAVESÍAS-CORAZÓN-SANTA LUCÍA,202I,INTEGRADA,CONDUCCIONES AMÉRICA,-75.63172984,6.24914048,DESTINO-ORIGEN,8A,REGLAMENTARIA
50407,90329003,90329,3,LA ASOMADERA-ESTACIÓN SAN JAVIER,C23I,INTEGRADA,TAX MAYA,-75.63351629,6.27305565,ORIGEN-DESTINO,8A,REGLAMENTARIA
50255,90328006,90328,6,SAN CRISTÓBAL-ESTACIÓN SAN JAVIER,C23I IZQUIERA,INTEGRADA,TAX MAYA,-75.64274018,6.27805224,ORIGEN-DESTINO,8A,REGLAMENTARIA
50249,90328081,90328,81,SAN CRISTÓBAL-ESTACIÓN SAN JAVIER,C23I IZQUIERA,INTEGRADA,TAX MAYA,-75.64292068,6.27810837,DESTINO-ORIGEN,8A,REGLAMENTARIA
50516,90327017,90327,17,SAN CRISTÓBAL-SAN JAVIER-LA LOMA-CENTRO,C23,DIRECTA CENTRO,TAX MAYA,-75.62781548,6.25836541,ORIGEN-DESTINO,8A,REGLAMENTARIA
52178,90105009,90105,9,PILARICA INTEGRADA,254I,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.58517217,6.27284257,ORIGEN-DESTINO,2B,REGLAMENTARIA
50580,90312001,90312,1,PEÑITAS,227I-A,INTEGRADA,METROSAN,-75.62575201,6.26473951,ORIGEN-DESTINO,8A,REGLAMENTARIA
52883,90199014,90199,14,ÁVILA - CATALUÑA,113,DIRECTA CENTRO,FLOTA LA MILAGROSA,-75.57338038,6.25505588,ORIGEN-DESTINO,6A,REGLAMENTARIA
50995,90290023,90290,23,LAURELES CAMPESTRE-ESTACIÓN SANTA LUCÍA - ESTACIÓN FLORESTA,195II,INTEGRADA,TAX MAYA,-75.61018206,6.2436815,DESTINO-ORIGEN,8A,REGLAMENTARIA
51481,90289003,90289,3,SIMÓN BOLÍVAR-UNICENTRO-ESTACIÓN SANTA LUCÍA,195I,INTEGRADA,TAX MAYA,-75.60024934,6.25681658,ORIGEN-DESTINO,8A,REGLAMENTARIA
51719,90289016,90289,16,SIMÓN BOLÍVAR-UNICENTRO-ESTACIÓN SANTA LUCÍA,195I,INTEGRADA,TAX MAYA,-75.59588641,6.24557494,ORIGEN-DESTINO,8A,REGLAMENTARIA
51774,90076044,90076,44,AURES DERECHA,253D,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.59431962,6.28699944,DESTINO-ORIGEN,2A,REGLAMENTARIA
52221,90004038,90004,38,TERMINAL DEL NORTE-TERMINAL DEL SUR,313,CIRCULAR,COMBUSES,-75.58439935,6.22338366,DESTINO-ORIGEN,CIRCULAR 313,REGLAMENTARIA
52773,90004010,90004,10,TERMINAL DEL NORTE-TERMINAL DEL SUR,313,CIRCULAR,COMBUSES,-75.5750005,6.23134542,ORIGEN-DESTINO,CIRCULAR 313,REGLAMENTARIA
53542,90005033,90005,33,CIRCULAR,300,CIRCULAR,COONATRA,-75.56396141,6.25998821,DESTINO-ORIGEN,"CIRCULAR COONATRA 300, 301, 310, 311",REGLAMENTARIA
53655,90007024,90007,24,DIRECTA CIRCULAR,310,CIRCULAR,COONATRA,-75.56231785,6.24339325,ORIGEN-DESTINO,"CIRCULAR COONATRA 300, 301, 310, 311",REGLAMENTARIA
51507,90008051,90008,51,DIRECTA CIRCULAR,311,CIRCULAR,COONATRA,-75.59984181,6.27035104,DESTINO-ORIGEN,"CIRCULAR COONATRA 300, 301, 310, 311",REGLAMENTARIA
53327,90205041,90205,41,POPULAR N° 1,23,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.56717243,6.25072496,DESTINO-ORIGEN,6B,REGLAMENTARIA
53252,90205047,90205,47,POPULAR N° 1,23,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.5682842,6.26123685,DESTINO-ORIGEN,6B,REGLAMENTARIA
54221,90203066,90203,66,SANTA CRUZ - TERMINAL,22,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.55357355,6.29103661,DESTINO-ORIGEN,6B,REGLAMENTARIA
51360,90289005,90289,5,SIMÓN BOLÍVAR-UNICENTRO-ESTACIÓN SANTA LUCÍA,195I,INTEGRADA,TAX MAYA,-75.60228199,6.25403755,ORIGEN-DESTINO,8A,REGLAMENTARIA
52273,90124041,90124,41,PILARICA CALLE 96,289,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.58341942,6.28954518,DESTINO-ORIGEN,2B,REGLAMENTARIA
55174,90243007,90243,7,ALCÁZARES DE SUCRE,91,DIRECTA CENTRO,COPATRA,-75.55258864,6.2538542,ORIGEN-DESTINO,6F,REGLAMENTARIA
50405,90333076,90333,76,PEDREGAL BAJO-ESTACIÓN SAN JAVIER,C23I,INTEGRADA,TAX MAYA,-75.63358954,6.2774848,DESTINO-ORIGEN,8A,REGLAMENTARIA
51215,90305034,90305,34,SAN JAVIER NIZA - ORIENTAL,222,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.60485085,6.25409247,DESTINO-ORIGEN,8A,REGLAMENTARIA
50463,90302001,90302,1,SAN JAVIER DERECHO-LA CASETA-ORIENTAL,221A,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.62980738,6.25413157,ORIGEN-DESTINO,8A,REGLAMENTARIA
50410,90333006,90333,6,PEDREGAL BAJO-ESTACIÓN SAN JAVIER,C23I,INTEGRADA,TAX MAYA,-75.63338307,6.28418137,ORIGEN-DESTINO,8A,REGLAMENTARIA
50932,90291036,90291,36,BARRIO CRISTÓBAL-ORIENTAL,200,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.61245307,6.24826037,DESTINO-ORIGEN,8A,REGLAMENTARIA
50388,90333079,90333,79,PEDREGAL BAJO-ESTACIÓN SAN JAVIER,C23I,INTEGRADA,TAX MAYA,-75.63456622,6.27987939,DESTINO-ORIGEN,8A,REGLAMENTARIA
50233,90332008,90332,8,LAS PLAYAS-ESTACIÓN SAN JAVIER,C23I,INTEGRADA,TAX MAYA,-75.64349491,6.277197,ORIGEN-DESTINO,8A,REGLAMENTARIA
51875,90141008,90141,8,BELÉN LAS PLAYAS,170,DIRECTA CENTRO,COOTRABEL,-75.59192668,6.22868154,ORIGEN-DESTINO,3A,REGLAMENTARIA
51183,90290010,90290,10,LAURELES CAMPESTRE-ESTACIÓN SANTA LUCÍA - ESTACIÓN FLORESTA,195II,INTEGRADA,TAX MAYA,-75.60568314,6.24405162,ORIGEN-DESTINO,8A,REGLAMENTARIA
51387,90015007,90015,7,CIRCULAR 315,315,CIRCULAR,SANTRA,-75.60194089,6.23377497,ORIGEN-DESTINO,CIRCULAR 315 Y 316,REGLAMENTARIA
52414,90015041,90015,41,CIRCULAR 315,315,CIRCULAR,SANTRA,-75.581239,6.25635287,DESTINO-ORIGEN,CIRCULAR 315 Y 316,REGLAMENTARIA
52216,90015043,90015,43,CIRCULAR 315,315,CIRCULAR,SANTRA,-75.58452747,6.2535137,DESTINO-ORIGEN,CIRCULAR 315 Y 316,REGLAMENTARIA
53112,90016044,90016,44,CIRCULAR 316,316,CIRCULAR,SANTRA,-75.5704009,6.24746733,ORIGEN-DESTINO,CIRCULAR 315 Y 316,REGLAMENTARIA
52426,90099044,90099,44,ÉXITO,267,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.58085824,6.27487056,DESTINO-ORIGEN,2A,REGLAMENTARIA
51058,90322021,90322,21,FLORESTA,243I,INTEGRADA,COONATRA,-75.60852378,6.26286418,DESTINO-ORIGEN,8A,REGLAMENTARIA
50755,90314011,90314,11,SOCORRO,227IB-2,INTEGRADA,METROSAN,-75.61816871,6.2593445,DESTINO-ORIGEN,8A,REGLAMENTARIA
50439,90333004,90333,4,PEDREGAL BAJO-ESTACIÓN SAN JAVIER,C23I,INTEGRADA,TAX MAYA,-75.63082995,6.28626762,ORIGEN-DESTINO,8A,REGLAMENTARIA
52500,90113035,90113,35,12 DE OCTUBRE - ESTACIÓN TRICENTENARIO,263I,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.57958603,6.30018147,DESTINO-ORIGEN,2B,REGLAMENTARIA
55097,90277006,90277,6,MIRLAS MINORISTA,103,DIRECTA CENTRO,COOTRANSI,-75.52762134,6.23409686,ORIGEN-DESTINO,6H,REGLAMENTARIA
51032,90322007,90322,7,FLORESTA,243I,INTEGRADA,COONATRA,-75.60922633,6.26224621,ORIGEN-DESTINO,8A,REGLAMENTARIA
50392,90333080,90333,80,PEDREGAL BAJO-ESTACIÓN SAN JAVIER,C23I,INTEGRADA,TAX MAYA,-75.63429084,6.28127145,DESTINO-ORIGEN,8A,REGLAMENTARIA
54625,90176006,90176,6,CAUCES-QUINTALINDA,97,DIRECTA CENTRO,FLOTA LA V,-75.54595495,6.22819306,ORIGEN-DESTINO,6A,REGLAMENTARIA
51107,90322018,90322,18,FLORESTA,243I,INTEGRADA,COONATRA,-75.60752955,6.26182333,DESTINO-ORIGEN,8A,REGLAMENTARIA
51202,90322016,90322,16,FLORESTA,243I,INTEGRADA,COONATRA,-75.6051762,6.26118712,DESTINO-ORIGEN,8A,REGLAMENTARIA
50941,90290014,90290,14,LAURELES CAMPESTRE-ESTACIÓN SANTA LUCÍA - ESTACIÓN FLORESTA,195II,INTEGRADA,TAX MAYA,-75.61227098,6.24335096,ORIGEN-DESTINO,8A,REGLAMENTARIA
50627,90334015,90334,15,SAN CRISTÓBAL-CALLE NEGRA-ESTACIÓN AURORA,C23II,INTEGRADA,TAX MAYA,-75.62284559,6.27781638,DESTINO-ORIGEN,8A,REGLAMENTARIA
51132,90322011,90322,11,FLORESTA,243I,INTEGRADA,COONATRA,-75.60669652,6.26117632,ORIGEN-DESTINO,8A,REGLAMENTARIA
53858,90188002,90188,2,LA MILAGROSA,110,DIRECTA NO CENTRO,FLOTA LA MILAGROSA,-75.55915406,6.22998887,ORIGEN-DESTINO,6A,REGLAMENTARIA
50431,90333083,90333,83,PEDREGAL BAJO-ESTACIÓN SAN JAVIER,C23I,INTEGRADA,TAX MAYA,-75.63165101,6.28525518,DESTINO-ORIGEN,8A,REGLAMENTARIA
53484,90183015,90183,15,ÁVILA-IGLESIA CATALUÑA,102,DIRECTA CENTRO,COOTRANSCATALUÑA,-75.56477186,6.24870666,ORIGEN-DESTINO,6A,REGLAMENTARIA
51922,90070011,90070,11,ROBLEDO VILLA FLORA,250VF,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.59119772,6.27868303,ORIGEN-DESTINO,2A,REGLAMENTARIA
53947,90197009,90197,9,ÁVILA,113B,DIRECTA CENTRO,FLOTA LA MILAGROSA,-75.55764505,6.23680781,ORIGEN-DESTINO,6A,REGLAMENTARIA
51422,90290005,90290,5,LAURELES CAMPESTRE-ESTACIÓN SANTA LUCÍA - ESTACIÓN FLORESTA,195II,INTEGRADA,TAX MAYA,-75.60146525,6.25258697,ORIGEN-DESTINO,8A,REGLAMENTARIA
50114,90330005,90330,5,EL PATIO-ESTACIÓN SAN JAVIER,C23I,INTEGRADA,TAX MAYA,-75.65358888,6.27913474,ORIGEN-DESTINO,8A,REGLAMENTARIA
50187,90330010,90330,10,EL PATIO-ESTACIÓN SAN JAVIER,C23I,INTEGRADA,TAX MAYA,-75.64684393,6.27584585,ORIGEN-DESTINO,8A,REGLAMENTARIA
54541,90278027,90278,27,PERLAS,107,DIRECTA CENTRO,COOTRANSVI,-75.54776,6.24460551,DESTINO-ORIGEN,6H,REGLAMENTARIA
55099,90277048,90277,48,MIRLAS MINORISTA,103,DIRECTA CENTRO,COOTRANSI,-75.52754726,6.23397213,DESTINO-ORIGEN,6H,REGLAMENTARIA
55014,90335001,90335,1,LA CRUZ,085 L C,DIRECTA CENTRO,COOTRACOVI,-75.53658572,6.27054206,ORIGEN-DESTINO,6D,REGLAMENTARIA
54921,90335002,90335,2,LA CRUZ,085 L C,DIRECTA CENTRO,COOTRACOVI,-75.53968395,6.26934094,ORIGEN-DESTINO,6D,REGLAMENTARIA
54828,90335003,90335,3,LA CRUZ,085 L C,DIRECTA CENTRO,COOTRACOVI,-75.54250044,6.2713382,ORIGEN-DESTINO,6D,REGLAMENTARIA
54799,90335004,90335,4,LA CRUZ,085 L C,DIRECTA CENTRO,COOTRACOVI,-75.54312019,6.26921753,ORIGEN-DESTINO,6D,REGLAMENTARIA
54733,90335005,90335,5,LA CRUZ,085 L C,DIRECTA CENTRO,COOTRACOVI,-75.54467821,6.26652509,ORIGEN-DESTINO,6D,REGLAMENTARIA
55152,90070004,90070,4,ROBLEDO VILLA FLORA,250VF,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.58755387,6.29397038,ORIGEN-DESTINO,2A,REGLAMENTARIA
55153,90070001,90070,1,ROBLEDO VILLA FLORA,250VF,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.58746542,6.29400866,ORIGEN-DESTINO,2A,REGLAMENTARIA
55154,90070002,90070,2,ROBLEDO VILLA FLORA,250VF,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.58668091,6.29564384,ORIGEN-DESTINO,2A,REGLAMENTARIA
55155,90070003,90070,3,ROBLEDO VILLA FLORA,250VF,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.58678849,6.29572038,ORIGEN-DESTINO,2A,REGLAMENTARIA
55161,90187020,90187,20,PABLO ESCOBAR-CATALUÑA,102A,DIRECTA NO CENTRO,COOTRANSCATALUÑA,-75.55666594,6.23389502,DESTINO-ORIGEN,6A,REGLAMENTARIA
